user_id,item_id,suitability_rating
13,8,4.97
13,486,3.03
13,319,1.3
13,77,4.32
13,222,2.12
13,135,2.35
13,466,1.99
14,296,2.73
14,316,1.95
14,21,3.39
14,466,2.64
14,45,3.21
14,438,1.63
14,154,2.78
14,118,2.67
14,484,1.93
14,353,2.08
14,175,2.3
14,215,3.47
15,370,2.8
15,56,3.18
15,271,3.89
15,388,1.98
15,201,2.37
15,236,2.67
15,147,3.54
15,431,3.17
15,372,2.97
15,106,1.9
15,468,3.32
15,111,2.3
16,344,2.11
16,19,1.74
16,371,1.98
16,238,3.42
16,305,2.51
16,104,2.45
16,148,2.56
16,420,2.16
16,127,2.91
16,260,2.34
16,358,2.42
16,336,1.97
17,191,2.21
17,268,2.85
17,458,1.9
17,264,3.08
17,160,1.95
17,462,2.34
17,465,3.24
17,59,2.61
17,358,1.92
17,184,2.1
17,262,4.06
17,447,2.7
18,208,2.55
18,240,2.45
18,2,2.98
18,104,2.44
18,178,3.77
18,484,3.95
18,218,2.96
18,449,3.99
18,345,3.24
18,219,2.79
18,182,2.03
18,98,4.0
19,13,1.81
19,11,2.42
19,318,4.66
19,442,4.25
19,362,2.48
19,104,2.6
19,424,2.61
19,270,2.3
19,99,2.57
19,151,2.4
19,77,4.34
19,211,1.98
20,286,1.74
20,103,1.9
20,149,1.81
20,488,3.47
20,389,3.15
20,14,1.91
20,495,2.36
20,238,2.49
20,30,2.32
20,395,1.45
20,494,1.65
20,244,2.63
21,150,2.96
21,469,1.92
21,295,3.49
21,344,1.96
21,423,2.34
21,449,3.53
21,67,2.79
21,497,2.41
21,128,2.44
21,71,3.15
21,364,1.99
21,114,2.19
22,454,2.08
22,287,3.98
22,263,2.34
22,297,1.85
22,153,3.34
22,217,2.49
22,238,2.62
22,306,2.61
22,59,2.35
22,68,2.07
22,264,2.11
22,3,3.21
23,95,2.26
23,391,1.76
23,179,3.45
23,441,3.31
23,340,2.9
23,67,3.84
23,365,2.06
23,186,2.1
23,218,3.11
23,467,2.75
23,272,1.58
23,180,3.41
24,422,2.22
24,106,2.14
24,223,2.94
24,120,2.95
24,348,2.02
24,353,1.95
24,131,2.34
24,188,3.77
24,33,2.1
24,4,1.52
24,137,2.37
24,32,3.9
25,412,1.72
25,381,2.57
25,39,2.89
25,255,2.11
25,235,2.5
25,326,2.87
25,40,2.17
25,362,5.0
25,24,3.6
25,232,3.14
25,383,3.57
25,276,1.87
26,247,2.01
26,483,1.73
26,352,2.78
26,130,1.46
26,177,2.42
26,153,3.04
26,432,3.5
26,59,2.43
26,242,2.43
26,122,1.58
26,82,3.34
26,258,2.45
27,38,1.75
27,487,2.28
27,422,2.2
27,24,2.03
27,425,3.19
27,173,2.68
27,137,3.06
27,499,1.51
27,401,1.96
27,320,1.68
27,498,4.44
27,372,2.43
28,489,2.38
28,336,2.21
28,305,2.22
28,333,1.89
28,232,3.92
28,59,2.05
28,255,3.21
28,50,3.34
28,427,2.07
28,366,2.79
28,350,3.35
28,132,2.55
29,166,2.25
29,273,2.33
29,192,1.72
29,406,1.93
29,30,2.51
29,453,2.48
29,358,1.61
29,449,1.25
29,294,2.14
29,169,2.87
29,423,2.3
29,447,2.29
30,22,3.23
30,240,2.87
30,104,3.22
30,274,3.1
30,23,3.39
30,32,3.01
30,472,2.97
30,280,3.65
30,282,2.84
30,101,2.64
30,447,3.09
30,305,2.89
31,391,2.31
31,73,2.0
31,5,2.68
31,185,2.17
31,240,2.29
31,462,3.79
31,438,2.79
31,127,3.4
31,292,2.0
31,464,2.44
31,38,2.03
31,174,2.19
32,28,2.09
32,325,1.93
32,193,2.02
32,332,2.49
32,173,3.38
32,92,3.57
32,86,2.72
32,467,1.31
32,442,2.67
32,495,2.25
32,482,1.58
32,465,3.21
33,154,3.54
33,484,2.43
33,28,1.93
33,51,2.52
33,443,2.05
33,426,1.88
33,177,1.79
33,272,2.29
33,500,1.86
33,214,2.06
33,369,2.06
33,326,2.0
34,164,2.45
34,184,2.42
34,287,2.63
34,106,1.78
34,437,1.71
34,367,3.23
34,462,3.02
34,128,2.62
34,413,2.79
34,404,1.37
34,474,2.19
34,236,2.57
35,78,3.1
35,442,1.99
35,165,3.01
35,274,3.34
35,7,2.38
35,81,2.96
35,487,2.89
35,491,3.4
35,111,2.94
35,118,2.56
35,213,3.62
35,102,2.84
36,14,2.39
36,428,1.67
36,366,1.84
36,468,2.09
36,260,2.24
36,376,2.6
36,400,1.52
36,348,2.94
36,290,4.31
36,27,2.23
36,219,1.77
36,49,2.36
37,237,3.09
37,379,2.64
37,444,3.54
37,422,2.13
37,175,3.16
37,186,1.79
37,305,2.96
37,428,2.1
37,382,2.46
37,259,3.85
37,154,3.01
37,472,2.04
38,447,2.46
38,148,2.36
38,315,3.0
38,415,3.25
38,477,3.47
38,324,3.26
38,81,2.83
38,254,1.66
38,119,3.02
38,30,2.47
38,51,1.63
38,27,3.39
39,145,2.71
39,472,2.25
39,60,2.35
39,237,2.74
39,400,1.5
39,220,2.83
39,498,3.19
39,419,2.91
39,212,2.46
39,338,2.49
39,380,3.56
39,51,2.76
40,168,1.77
40,170,2.62
40,462,2.32
40,254,2.09
40,43,3.53
40,370,2.18
40,27,2.49
40,378,3.68
40,239,1.87
40,375,2.11
40,141,2.93
40,176,1.61
41,197,3.77
41,281,2.36
41,389,3.72
41,380,1.9
41,336,2.41
41,276,3.74
41,245,2.6
41,439,2.1
41,240,2.24
41,494,2.4
41,363,2.21
41,464,3.61
42,362,2.57
42,74,2.66
42,375,2.93
42,156,4.11
42,105,2.46
42,395,2.55
42,378,2.14
42,125,1.77
42,69,3.11
42,451,2.51
42,10,2.83
42,195,3.01
43,18,2.11
43,128,2.6
43,364,3.48
43,83,4.21
43,61,2.2
43,252,2.38
43,259,3.56
43,340,3.13
43,209,3.15
43,68,3.24
43,404,1.95
43,399,1.57
44,92,3.93
44,79,2.1
44,472,2.1
44,305,2.51
44,123,2.58
44,205,2.44
44,274,2.28
44,475,2.86
44,321,3.42
44,50,3.79
44,166,1.95
44,180,3.31
45,205,3.03
45,482,3.83
45,297,2.86
45,39,3.35
45,299,2.99
45,62,3.05
45,372,3.15
45,361,3.07
45,414,3.8
45,65,3.06
45,282,3.28
45,203,3.53
46,154,2.7
46,225,1.98
46,109,1.47
46,248,3.94
46,166,2.11
46,306,3.5
46,383,2.4
46,11,2.06
46,57,2.84
46,56,2.7
46,309,2.72
46,283,2.42
47,466,2.76
47,58,2.21
47,159,2.27
47,40,1.81
47,272,2.11
47,451,2.0
47,76,3.24
47,204,2.24
47,109,2.24
47,144,4.33
47,6,3.33
47,233,3.52
48,437,1.6
48,12,4.23
48,26,2.05
48,421,1.35
48,136,1.97
48,54,1.96
48,335,3.53
48,271,3.52
48,92,2.64
48,270,2.95
48,389,4.13
48,234,2.2
49,340,3.22
49,372,2.86
49,456,3.47
49,240,3.28
49,86,3.86
49,106,3.44
49,220,2.73
49,302,2.81
49,424,2.95
49,389,2.68
49,211,3.01
49,20,3.25
50,332,2.24
50,375,1.44
50,435,2.18
50,355,1.81
50,346,2.89
50,442,1.99
50,260,2.29
50,182,2.62
50,457,2.88
50,291,2.14
50,24,2.09
50,122,2.46
51,107,3.05
51,172,3.81
51,218,3.27
51,119,2.43
51,124,1.96
51,380,4.23
51,365,1.99
51,426,1.71
51,421,1.92
51,181,2.13
51,299,3.62
51,57,1.72
52,176,2.52
52,138,2.81
52,497,2.29
52,232,2.74
52,28,2.05
52,258,2.61
52,243,2.26
52,300,1.9
52,411,2.62
52,393,2.58
52,115,1.75
52,200,2.71
53,112,2.98
53,477,2.56
53,300,2.1
53,133,1.53
53,443,3.16
53,285,2.39
53,126,1.43
53,147,2.71
53,498,4.04
53,313,1.72
53,278,2.47
53,195,2.4
54,81,3.14
54,412,2.02
54,78,2.55
54,127,4.04
54,496,2.06
54,100,2.17
54,254,2.01
54,447,2.03
54,45,1.62
54,244,1.28
54,33,2.15
54,356,2.32
55,85,1.57
55,310,1.65
55,34,2.82
55,371,3.12
55,7,2.31
55,202,1.75
55,287,3.14
55,464,4.08
55,39,1.77
55,187,2.62
55,26,1.83
55,274,1.67
56,102,3.54
56,67,4.37
56,217,2.41
56,427,2.21
56,240,2.6
56,438,1.75
56,445,2.61
56,78,2.27
56,116,1.94
56,39,3.42
56,114,2.8
56,448,2.04
57,132,4.25
57,446,2.4
57,409,2.64
57,440,1.5
57,8,3.32
57,10,1.77
57,363,3.26
57,329,2.38
57,254,2.14
57,444,2.75
57,437,2.92
57,243,2.3
58,55,2.47
58,193,1.7
58,312,1.77
58,115,2.36
58,422,1.88
58,470,2.86
58,499,1.67
58,93,3.15
58,197,4.72
58,199,2.03
58,153,2.01
58,267,3.49
59,437,2.87
59,231,3.06
59,286,2.23
59,265,2.15
59,50,3.13
59,109,2.65
59,470,3.02
59,306,3.81
59,162,2.2
59,34,2.41
59,155,2.07
59,150,2.78
60,250,3.17
60,406,2.2
60,41,3.21
60,166,2.46
60,474,2.4
60,266,2.4
60,204,2.46
60,315,2.71
60,214,1.56
60,382,3.24
60,338,2.45
60,407,2.39
61,446,1.65
61,432,1.82
61,166,2.59
61,408,2.19
61,309,1.92
61,228,1.87
61,405,1.86
61,483,1.68
61,276,2.57
61,406,2.89
61,161,2.83
61,430,2.53
62,84,3.25
62,236,2.75
62,208,3.04
62,169,3.19
62,136,2.88
62,62,3.01
62,126,2.89
62,465,3.32
62,172,2.74
62,58,2.97
62,104,3.3
62,79,2.81
63,104,3.21
63,220,1.83
63,423,2.3
63,112,1.53
63,374,3.04
63,197,3.98
63,109,1.65
63,43,1.76
63,190,2.18
63,418,2.36
63,10,2.42
63,226,2.17
64,241,3.72
64,341,3.89
64,216,2.14
64,58,2.32
64,245,3.74
64,450,2.66
64,8,2.35
64,304,1.96
64,338,2.69
64,138,1.96
64,259,1.24
64,384,2.3
65,38,1.81
65,223,2.27
65,408,3.02
65,363,2.37
65,414,3.55
65,168,2.45
65,45,3.08
65,261,1.91
65,307,3.56
65,175,3.12
65,269,2.57
65,109,2.38
66,318,3.81
66,295,3.68
66,1,2.13
66,282,2.94
66,286,2.22
66,400,1.88
66,290,2.29
66,243,3.19
66,461,3.58
66,283,3.13
66,292,2.03
66,144,1.93
67,270,3.53
67,427,3.8
67,155,3.16
67,201,3.14
67,409,3.22
67,366,3.31
67,90,2.88
67,21,3.28
67,272,3.54
67,344,3.08
67,38,2.97
67,417,3.95
68,122,1.35
68,368,2.54
68,418,2.07
68,8,1.66
68,103,2.48
68,351,2.48
68,385,3.1
68,222,2.33
68,116,2.56
68,211,3.51
68,163,2.87
68,390,2.56
69,482,2.73
69,131,1.44
69,174,2.21
69,163,3.0
69,1,4.76
69,300,2.24
69,8,2.74
69,32,3.49
69,85,2.72
69,137,3.29
69,135,3.18
69,423,2.07
70,198,2.04
70,75,1.84
70,277,1.79
70,202,2.29
70,350,1.85
70,204,2.06
70,251,1.51
70,147,1.97
70,305,3.17
70,262,3.67
70,224,2.33
70,382,1.49
71,149,2.49
71,16,2.34
71,54,2.41
71,174,3.07
71,248,2.64
71,340,2.64
71,65,1.94
71,27,2.23
71,390,2.67
71,173,2.14
71,216,2.89
71,306,2.32
72,176,2.38
72,421,2.31
72,204,2.67
72,40,2.38
72,99,1.75
72,438,1.47
72,325,1.67
72,380,2.45
72,431,2.39
72,133,2.18
72,444,2.45
72,63,2.31
73,32,2.23
73,177,3.05
73,316,2.96
73,265,2.31
73,9,2.91
73,306,2.69
73,258,1.25
73,420,1.75
73,443,2.93
73,123,1.65
73,371,2.95
73,69,3.03
74,314,1.92
74,196,2.07
74,97,3.26
74,88,2.15
74,130,2.62
74,377,3.09
74,235,1.97
74,79,2.61
74,264,3.15
74,100,2.38
74,454,2.63
74,397,2.7
75,178,2.09
75,461,2.43
75,122,1.9
75,96,2.04
75,379,1.99
75,55,1.93
75,344,1.96
75,307,1.64
75,208,1.81
75,391,2.33
75,9,2.06
75,169,1.64
76,117,2.44
76,466,2.0
76,8,3.24
76,98,3.05
76,151,2.37
76,436,3.22
76,231,2.18
76,103,2.62
76,145,2.35
76,408,2.07
76,76,3.69
76,60,2.21
77,311,2.5
77,355,2.09
77,444,1.95
77,53,2.28
77,156,3.28
77,250,1.79
77,340,2.46
77,161,1.42
77,17,2.66
77,107,3.69
77,47,1.62
77,247,1.86
78,472,1.91
78,46,1.92
78,334,3.69
78,240,2.27
78,193,2.46
78,333,2.49
78,182,1.8
78,137,1.93
78,163,1.41
78,500,1.72
78,99,2.64
78,187,2.57
79,357,1.57
79,286,1.79
79,436,2.29
79,82,4.1
79,434,1.72
79,365,3.15
79,460,1.83
79,110,1.99
79,57,2.49
79,186,2.3
79,451,1.85
79,41,1.96
80,257,2.27
80,232,2.47
80,445,2.51
80,460,3.16
80,354,3.7
80,287,3.1
80,61,2.84
80,58,2.18
80,119,3.61
80,464,3.33
80,496,1.96
80,76,2.76
81,127,1.75
81,315,2.21
81,268,1.88
81,283,2.05
81,497,4.11
81,472,3.08
81,101,3.22
81,360,2.78
81,436,1.97
81,322,1.81
81,157,2.12
81,202,2.08
82,259,2.84
82,211,2.43
82,492,1.31
82,336,2.26
82,418,1.62
82,189,2.08
82,254,3.03
82,481,2.28
82,224,1.41
82,161,1.9
82,240,2.39
82,467,3.29
83,430,1.57
83,369,2.17
83,131,1.84
83,386,2.26
83,14,3.93
83,395,2.47
83,402,2.09
83,98,2.16
83,315,2.68
83,62,2.03
83,491,2.11
83,361,1.86
84,127,2.09
84,159,2.18
84,273,2.52
84,477,1.87
84,50,3.63
84,118,2.29
84,6,2.39
84,66,2.28
84,149,3.48
84,211,3.94
84,61,1.68
84,241,2.07
85,413,2.79
85,267,2.48
85,310,1.65
85,213,3.1
85,106,2.37
85,324,4.08
85,275,2.28
85,168,3.1
85,285,2.18
85,342,3.23
85,372,2.19
85,484,2.03
86,205,2.23
86,4,2.25
86,482,1.93
86,54,2.4
86,356,2.61
86,481,1.97
86,183,2.23
86,401,2.07
86,275,1.99
86,166,1.86
86,441,2.39
86,190,2.63
87,155,2.13
87,228,2.14
87,57,1.96
87,373,1.92
87,212,1.78
87,106,2.3
87,200,3.33
87,208,2.18
87,301,2.25
87,29,3.48
87,159,1.78
87,14,3.15
88,299,2.28
88,381,2.66
88,390,2.72
88,203,2.55
88,270,2.82
88,206,2.97
88,294,2.29
88,144,3.19
88,409,2.24
88,37,1.74
88,377,3.06
88,257,1.95
89,230,2.62
89,357,2.79
89,211,2.24
89,459,3.37
89,274,2.9
89,232,2.91
89,125,3.13
89,12,3.23
89,209,2.34
89,185,3.03
89,121,2.63
89,58,2.97
90,52,2.29
90,49,1.93
90,224,1.91
90,255,1.3
90,119,3.22
90,259,1.97
90,400,3.02
90,232,2.8
90,463,2.48
90,293,1.94
90,439,2.34
90,267,3.06
91,280,2.93
91,389,3.73
91,125,2.37
91,34,1.83
91,52,2.68
91,5,1.96
91,266,2.17
91,156,3.18
91,152,2.67
91,431,3.37
91,452,2.14
91,114,3.12
92,41,1.99
92,31,1.38
92,346,3.46
92,229,2.16
92,203,3.12
92,355,2.05
92,486,3.01
92,338,2.39
92,489,2.0
92,130,2.3
92,327,1.89
92,107,3.05
93,391,2.29
93,67,1.7
93,66,1.77
93,336,1.89
93,101,1.53
93,298,1.71
93,172,2.88
93,356,2.31
93,51,2.84
93,409,2.07
93,245,2.3
93,220,1.95
94,92,4.54
94,218,1.96
94,340,2.09
94,316,2.5
94,178,1.15
94,337,1.95
94,86,4.2
94,6,2.32
94,16,3.34
94,251,2.43
94,277,2.03
94,202,2.37
95,147,4.08
95,472,2.29
95,462,3.22
95,479,3.42
95,300,1.95
95,275,2.14
95,33,2.7
95,190,2.21
95,2,2.89
95,232,1.5
95,376,2.11
95,309,1.57
96,223,2.82
96,290,3.35
96,302,2.84
96,241,3.51
96,119,2.11
96,464,2.11
96,467,2.52
96,72,2.9
96,91,2.66
96,428,2.67
96,8,2.23
96,372,1.62
97,58,1.76
97,184,2.59
97,177,2.43
97,169,1.68
97,424,1.7
97,131,2.69
97,124,1.58
97,290,3.57
97,275,1.68
97,340,3.22
97,478,3.58
97,212,2.51
98,417,2.21
98,273,1.94
98,367,2.41
98,261,1.65
98,385,2.56
98,432,3.32
98,467,2.22
98,145,2.35
98,29,2.9
98,187,2.23
98,57,3.54
98,191,4.17
99,492,2.99
99,419,3.31
99,252,2.31
99,104,2.49
99,176,1.59
99,460,2.39
99,403,2.25
99,47,2.25
99,180,3.15
99,31,2.01
99,232,2.54
99,215,3.51
100,70,2.78
100,30,2.7
100,472,2.94
100,345,3.44
100,55,2.47
100,190,2.39
100,464,3.26
100,185,2.92
100,141,3.26
100,126,3.29
100,150,2.82
100,52,3.42
101,19,1.44
101,362,2.46
101,105,1.96
101,5,2.17
101,157,2.24
101,351,2.58
101,33,2.31
101,206,2.08
101,82,2.31
101,415,2.53
101,490,1.87
101,475,2.64
102,144,3.75
102,460,3.1
102,282,2.51
102,149,2.99
102,200,3.07
102,71,3.3
102,415,3.85
102,41,2.54
102,226,2.62
102,401,2.46
102,305,3.22
102,94,3.06
103,38,2.35
103,224,1.97
103,486,3.69
103,394,3.55
103,465,2.01
103,171,2.73
103,266,1.44
103,263,2.36
103,441,3.01
103,297,2.0
103,159,2.23
103,310,2.27
104,168,3.34
104,173,2.48
104,460,1.23
104,255,2.54
104,432,1.9
104,327,1.91
104,112,2.15
104,3,3.21
104,354,1.44
104,157,2.86
104,63,2.71
104,373,2.52
105,363,3.37
105,260,2.07
105,366,2.15
105,285,2.31
105,22,1.78
105,445,3.87
105,204,2.63
105,347,1.93
105,86,2.65
105,113,1.85
105,303,1.67
105,169,2.57
106,489,2.52
106,232,2.72
106,179,1.89
106,402,3.3
106,423,1.56
106,478,2.81
106,40,2.61
106,78,2.14
106,335,1.84
106,361,2.39
106,1,2.85
106,170,2.88
107,473,2.73
107,49,3.21
107,259,3.17
107,74,1.77
107,267,2.66
107,222,2.64
107,396,1.77
107,114,3.46
107,102,3.5
107,27,1.79
107,414,3.35
107,241,3.35
108,180,2.76
108,257,2.28
108,158,2.61
108,331,2.31
108,311,1.88
108,363,2.56
108,470,2.3
108,288,3.07
108,150,1.86
108,310,2.24
108,455,2.44
108,101,3.9
109,46,4.69
109,260,1.45
109,285,2.57
109,497,2.74
109,225,3.09
109,199,2.83
109,221,1.93
109,358,2.32
109,403,1.96
109,468,3.53
109,243,1.49
109,29,2.4
110,383,3.06
110,422,3.93
110,108,2.31
110,133,1.85
110,171,1.79
110,9,2.37
110,375,2.85
110,75,2.44
110,98,3.93
110,349,3.13
110,89,2.24
110,335,4.22
111,293,3.18
111,338,2.11
111,431,2.57
111,400,2.72
111,381,2.87
111,401,2.88
111,396,2.06
111,441,2.31
111,216,1.62
111,147,2.37
111,472,2.24
111,445,2.65
112,93,3.23
112,457,2.16
112,384,2.8
112,44,1.76
112,416,3.42
112,339,1.66
112,349,3.84
112,73,2.46
112,381,2.27
112,473,1.91
112,341,1.79
112,481,3.8
113,23,3.61
113,178,2.74
113,400,2.03
113,486,1.72
113,304,2.01
113,307,2.18
113,299,3.15
113,142,2.49
113,200,2.23
113,290,2.47
113,500,2.37
113,122,1.65
114,466,2.17
114,38,2.49
114,349,4.5
114,148,3.49
114,156,3.71
114,241,3.74
114,297,2.19
114,249,2.61
114,72,3.39
114,113,2.93
114,321,2.08
114,82,2.87
115,196,2.53
115,439,3.35
115,150,3.19
115,412,2.38
115,462,3.0
115,250,1.61
115,356,2.15
115,174,2.87
115,199,2.46
115,403,2.59
115,332,2.3
115,22,2.93
116,459,1.62
116,361,1.86
116,350,3.54
116,500,2.3
116,244,3.3
116,230,2.97
116,483,1.47
116,106,2.28
116,144,2.31
116,249,2.2
116,303,2.18
116,492,3.02
117,191,3.3
117,58,3.07
117,190,2.94
117,108,2.15
117,148,2.47
117,464,1.82
117,316,1.55
117,212,2.68
117,349,3.83
117,408,1.7
117,75,2.54
117,121,1.86
118,143,3.27
118,358,3.42
118,62,3.44
118,298,2.42
118,261,3.72
118,416,2.99
118,392,2.77
118,310,2.95
118,164,2.58
118,176,3.34
118,42,2.54
118,246,2.73
119,485,1.77
119,59,2.39
119,353,2.08
119,493,2.54
119,328,3.11
119,14,2.4
119,166,1.61
119,236,2.73
119,148,1.95
119,444,2.81
119,254,2.06
119,130,2.48
120,429,2.99
120,499,2.51
120,365,2.47
120,208,1.54
120,205,2.26
120,486,2.09
120,475,1.66
120,317,1.96
120,44,2.12
120,247,1.98
120,397,2.31
120,175,2.93
121,490,2.22
121,365,1.68
121,475,2.71
121,144,4.16
121,492,1.65
121,108,1.97
121,318,2.98
121,389,3.57
121,211,4.17
121,429,1.79
121,364,1.98
121,349,3.45
122,158,2.67
122,83,3.92
122,489,2.05
122,100,2.36
122,190,2.11
122,381,2.2
122,108,2.99
122,119,2.47
122,241,1.55
122,102,2.29
122,398,3.18
122,192,2.2
123,230,4.19
123,338,2.54
123,328,3.11
123,417,1.68
123,307,3.86
123,132,5.0
123,6,3.69
123,432,3.92
123,435,2.14
123,135,3.34
123,277,2.37
123,265,2.41
124,59,3.12
124,7,2.88
124,167,2.36
124,177,3.38
124,61,3.1
124,261,3.18
124,409,3.69
124,205,3.08
124,139,3.1
124,108,2.54
124,355,3.19
124,15,2.84
125,427,2.08
125,277,1.87
125,64,1.95
125,57,2.29
125,360,1.85
125,328,2.84
125,332,2.91
125,472,2.78
125,449,1.95
125,222,2.54
125,238,1.82
125,309,2.09
126,448,3.6
126,407,1.92
126,271,2.63
126,30,1.76
126,172,2.68
126,246,2.01
126,401,3.48
126,469,2.05
126,482,2.54
126,491,3.12
126,195,2.7
126,169,2.08
127,328,2.47
127,103,2.47
127,480,2.33
127,82,3.16
127,214,3.07
127,425,2.17
127,197,3.2
127,68,2.61
127,135,1.73
127,398,4.21
127,265,2.54
127,417,2.63
128,98,2.38
128,125,2.83
128,166,1.72
128,274,1.82
128,232,2.11
128,217,2.25
128,143,3.22
128,430,2.81
128,210,1.53
128,140,4.24
128,302,2.09
128,221,2.6
129,44,2.7
129,176,1.73
129,160,1.81
129,373,2.9
129,422,2.46
129,294,2.38
129,186,2.31
129,85,1.73
129,324,3.0
129,219,1.76
129,75,1.83
129,387,3.71
130,388,1.56
130,253,2.28
130,461,2.9
130,275,2.2
130,12,3.28
130,97,3.12
130,246,3.2
130,415,3.34
130,380,1.88
130,383,2.79
130,77,3.62
130,210,1.71
131,75,3.33
131,192,2.44
131,157,1.53
131,54,1.54
131,368,2.17
131,437,4.39
131,111,2.19
131,472,2.21
131,230,3.11
131,270,2.11
131,325,2.03
131,454,1.52
132,215,1.92
132,138,2.3
132,350,2.06
132,10,3.34
132,431,2.13
132,397,1.89
132,360,2.92
132,197,2.47
132,475,2.15
132,447,2.21
132,355,3.32
132,386,2.2
133,296,2.77
133,295,2.88
133,27,3.39
133,410,2.28
133,438,1.85
133,38,1.9
133,280,2.34
133,103,2.32
133,176,1.56
133,117,2.32
133,213,1.75
133,47,1.56
134,260,1.92
134,93,1.89
134,14,3.15
134,397,2.75
134,22,2.42
134,187,2.4
134,488,2.96
134,410,3.33
134,83,2.34
134,325,1.34
134,359,2.65
134,62,2.14
135,247,1.7
135,134,2.19
135,5,1.48
135,144,3.5
135,120,2.41
135,173,2.32
135,427,2.05
135,250,3.53
135,295,1.98
135,200,3.89
135,274,1.99
135,471,3.66
136,392,2.05
136,445,2.83
136,82,2.9
136,1,2.52
136,151,2.61
136,404,1.79
136,500,3.1
136,457,2.58
136,225,3.52
136,215,1.91
136,13,2.51
136,331,2.95
137,258,2.8
137,343,2.92
137,386,2.53
137,260,2.54
137,69,3.28
137,206,3.73
137,68,3.38
137,187,1.78
137,233,2.84
137,460,2.33
137,322,1.72
137,28,2.28
138,484,3.13
138,444,1.84
138,84,2.29
138,349,3.72
138,268,2.7
138,107,2.21
138,57,1.79
138,415,3.07
138,492,3.72
138,315,1.83
138,106,1.64
138,426,2.52
139,205,1.78
139,471,2.18
139,301,2.78
139,371,2.54
139,306,2.39
139,365,1.83
139,254,2.31
139,24,3.75
139,33,2.23
139,401,1.9
139,109,1.93
139,286,2.9
140,80,2.81
140,410,2.23
140,387,2.94
140,494,2.03
140,28,2.76
140,311,2.51
140,487,3.75
140,355,2.28
140,336,2.03
140,31,2.89
140,74,2.14
140,18,1.7
141,351,3.19
141,167,2.64
141,278,3.14
141,262,2.23
141,355,2.4
141,447,2.16
141,263,2.07
141,485,2.11
141,179,3.89
141,454,2.68
141,159,2.47
141,349,3.33
142,228,1.94
142,73,2.14
142,471,2.93
142,413,3.22
142,107,2.7
142,279,2.07
142,62,3.02
142,371,3.03
142,178,1.87
142,389,1.51
142,462,3.01
142,193,2.32
143,76,2.58
143,81,2.83
143,358,2.18
143,273,2.36
143,57,2.67
143,151,2.9
143,105,2.02
143,476,3.21
143,148,2.66
143,121,2.19
143,256,1.59
143,241,2.09
144,83,3.71
144,12,2.27
144,133,2.76
144,89,1.52
144,376,2.9
144,295,3.47
144,258,2.49
144,142,3.42
144,118,1.76
144,163,2.6
144,224,2.39
144,361,1.81
145,205,1.65
145,123,1.31
145,420,2.72
145,475,2.45
145,285,2.03
145,146,1.91
145,33,2.54
145,293,4.09
145,168,2.48
145,325,2.56
145,439,3.72
145,52,2.71
146,428,2.46
146,334,1.46
146,127,3.26
146,107,3.51
146,134,3.34
146,496,2.31
